VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
500000592,USD,1005,100019,R01,ZLF,0
500000593,TWD,1005,100008,R01,ZLF,0
500000594,TWD,1005,100013,R01,ZLF,0
500000595,USD,1005,100010,R01,ZLF,0
500000596,TWD,1007,100358,R01,ZLF,0
500000597,USD,1005,100022,R01,ZLF,"1,600,258"
500000598,TWD,1005,100018,R01,ZLF,0
500000599,USD,2002,1002,,ZNLC,0
500000600,USD,1002,2902,R99,ZLF,0
500000601,USD,1004,100270,R01,ZLF,"1,808,416"
500000602,TWD,1002,1007,,ZNL,0
500000603,TWD,1002,1007,,ZNL,0
500000604,USD,1002,2002,,ZNLC,0
500000605,USD,1002,2002,,ZNLC,0
500000606,USD,1002,2002,,ZNLC,0
500000607,TWD,1001,100133,R01,ZLF,"34,669"
500000608,USD,1003,100179,R01,ZLF,0
500000609,USD,1005,100020,R01,ZLF,0
500000610,USD,1005,100020,R01,ZLF,0
500000611,USD,2002,100208,R01,ZLF,0
500000612,USD,2002,100208,R01,ZLF,0
500000613,TWD,1001,100124,R01,ZLF,0
500000614,TWD,1001,100124,R01,ZLF,0
500000615,TWD,1001,100137,R01,ZLF,0
500000616,USD,1001,100146,R01,ZLF,0
500000617,USD,1002,2902,R99,ZLF,0
500000618,USD,2002,100207,R01,ZLF,0
500000619,USD,1002,2902,R99,ZLF,0
500000620,USD,2002,100207,R01,ZLF,0
500000621,USD,2002,100207,R01,ZLF,0
500000622,USD,2002,100208,R01,ZLF,0
500000623,TWD,1001,100133,R01,ZLF,"8,525"
500000624,TWD,1005,100012,R01,ZLF,0
500000625,TWD,1005,100011,R01,ZLF,0
500000626,TWD,1005,100015,R01,ZLF,0
500000627,USD,1001,100118,R01,ZLF,0
500000628,USD,1001,100118,R01,ZLF,0
500000629,USD,1001,100118,R01,ZLF,0
500000630,USD,1001,100118,R01,ZLF,0
500000631,USD,2002,1002,,ZNLC,0
500000632,USD,2002,1002,,ZNLC,0
500000633,USD,1005,100021,R01,ZLF,"117,449"
500000634,USD,1001,100314,R01,ZLF,0
500000635,USD,2002,1002,,ZNLC,0
500000636,USD,1002,2002,,ZNLC,0
500000637,TWD,1007,100356,R01,ZLF,0
500000638,TWD,1007,100046,R01,ZLF,0
500000639,USD,1005,100023,R01,ZLF,0
500000640,USD,1005,100019,R01,ZLF,0
500000641,TWD,1001,100134,R01,ZLF,0
500000642,TWD,1001,100133,R01,ZLF,"2,898"
500000643,TWD,1001,100133,R01,ZLF,"43,399"
500000644,USD,1003,100178,R01,ZLF,0
500000645,USD,1003,100179,R01,ZLF,0
500000646,USD,1003,100179,R01,ZLF,0
500000647,USD,1004,100279,R01,ZLF,0
500000648,TWD,1005,100018,R01,ZLF,"110,250"
500000649,USD,1001,100118,R01,ZLF,0
500000650,TWD,1005,100018,R01,ZLF,"13,010"
500000651,USD,1001,100118,R01,ZLF,0
500000652,USD,1005,100021,R01,ZLF,"817,513"
500000653,USD,1005,100022,R01,ZLF,0
500000654,USD,1005,100019,R01,ZLF,0
500000655,TWD,1001,1007,,ZNL,0
500000656,TWD,1005,100007,R01,ZLF,"10,823"
500000657,USD,2002,1002,,ZNLC,0
500000658,TWD,1005,100018,R01,ZLF,0
500000659,USD,1001,100118,R01,ZLF,0
500000660,USD,1002,100200,R01,ZLF,0
500000661,USD,2002,100208,R01,ZLF,0
500000662,USD,2002,100207,R01,ZLF,0
500000663,USD,1002,2902,R99,ZLF,0
500000664,USD,2002,1002,,ZNLC,0
500000665,USD,2002,1002,,ZNLC,0
500000666,TWD,1006,100310,R01,ZLF,0
500000667,TWD,1005,100011,R01,ZLF,0
500000668,TWD,1005,100007,R01,ZLF,"22,182"
500000669,TWD,1005,100012,R01,ZLF,0
500000670,TWD,1005,100018,R01,ZLF,0
500000671,USD,1002,2002,,ZNLC,0
500000672,USD,1001,100118,R01,ZLF,0
500000673,USD,1001,100118,R01,ZLF,0
500000674,USD,1001,100118,R01,ZLF,0
500000675,TWD,1005,100014,R01,ZLF,0
500000676,USD,1002,100197,R01,ZLF,0
500000677,USD,1001,100118,R01,ZLF,0
500000678,USD,1001,100118,R01,ZLF,0
500000679,USD,1001,100118,R01,ZLF,0
500000680,USD,1001,100118,R01,ZLF,0
500000681,USD,1001,100118,R01,ZLF,0
500000682,USD,1001,100118,R01,ZLF,0
500000683,USD,2002,1002,,ZNLC,0
500000684,TWD,1005,100008,R01,ZLF,0
500000685,TWD,1005,100008,R01,ZLF,0
500000686,TWD,1005,100018,R01,ZLF,0
500000687,TWD,1001,100133,R01,ZLF,458
500000688,TWD,1005,100004,R01,ZLF,"103,394"
500000689,USD,1001,100034,R01,ZLF,0
500000690,USD,1001,100146,R01,ZLF,0
500000691,TWD,1005,100004,R01,ZLF,"6,878"
500000692,USD,1001,100034,R01,ZLF,0
500000693,USD,1003,100178,R01,ZLF,0
500000694,USD,2002,100207,R01,ZLF,0
500000695,USD,2002,100207,R01,ZLF,0
500000696,USD,1003,100179,R01,ZLF,0
500000697,TWD,1003,100188,R01,ZLF,0
500000698,USD,1003,100176,R01,ZLF,0
500000699,USD,1002,2902,R99,ZLF,0
500000700,USD,2002,100207,R01,ZLF,0
500000701,USD,1001,100352,R01,ZLF,0
500000702,USD,1001,100352,R01,ZLF,0
500000703,USD,1002,2002,,ZNLC,0
500000704,USD,1002,2002,,ZNLC,0
500000705,USD,1002,2002,,ZNLC,0
500000706,USD,1004,100350,R01,ZLF,0
500000707,TWD,1005,100004,R01,ZLF,"22,050"
500000708,TWD,1007,1002,,ZNL,0
500000709,TWD,1005,100007,R01,ZLF,"8,024"
500000710,TWD,1005,100014,R01,ZLF,0
500000711,TWD,1005,100013,R01,ZLF,0
500000712,TWD,1001,100133,R01,ZLF,"4,464"
500000713,TWD,1005,100011,R01,ZLF,0
500000714,TWD,1005,100007,R01,ZLF,"1,850"
500000715,TWD,1005,100012,R01,ZLF,0
500000716,TWD,1005,100012,R01,ZLF,0
500000717,USD,1002,100201,R01,ZLF,0
500000718,USD,1005,100010,R01,ZLF,0
500000719,TWD,1007,1001,,ZNL,0
500000720,USD,1002,100198,R01,ZLF,0
500000721,USD,1004,100280,R01,ZLF,0
500000722,USD,1002,2902,R99,ZLF,0
500000723,TWD,1001,100137,R01,ZLF,0
500000724,USD,1004,100255,R01,ZLF,0
500000725,USD,1003,100179,R01,ZLF,0
500000726,USD,1003,100178,R01,ZLF,0
500000727,TWD,1001,1007,,ZNL,0
500000728,USD,1003,100182,R01,ZLF,0
500000729,USD,1004,100269,R01,ZLF,0
500000730,TWD,1002,1006,,ZNL,0
500000731,TWD,1006,1002,,ZNL,0
500000732,TWD,1005,100018,R01,ZLF,0
500000733,USD,2002,100207,R01,ZLF,0
500000734,TWD,1005,100012,R01,ZLF,0
500000735,USD,1001,100118,R01,ZLF,0
500000736,USD,1001,100118,R01,ZLF,0
500000737,USD,1004,100275,R01,ZLF,0
500000738,USD,1004,100273,R01,ZLF,0
500000739,EUR,1004,100282,R01,ZLF,0
500000740,USD,1001,100118,R01,ZLF,0
500000741,TWD,1005,100011,R01,ZLF,"26,685"
500000742,TWD,1001,100133,R01,ZLF,"1,750"
500000743,USD,1001,100314,R01,ZLF,0
500000744,TWD,1001,1007,,ZNL,0
500000745,USD,2002,100207,R01,ZLF,0
500000746,TWD,1006,100310,R01,ZLF,0
500000747,USD,1002,2902,R99,ZLF,0
500000748,USD,2002,100207,R01,ZLF,0
500000749,USD,1001,100118,R01,ZLF,0
500000750,TWD,1001,100133,R01,ZLF,602
500000751,USD,2002,1002,,ZNLC,0
500000752,TWD,1005,100015,R01,ZLF,0
500000753,TWD,1005,100018,R01,ZLF,0
500000754,TWD,1005,100011,R01,ZLF,"18,436"
500000755,EUR,1004,100283,R01,ZLF,0
500000756,EUR,1004,100283,R01,ZLF,0
500000757,TWD,1005,100004,R01,ZLF,"31,710"
500000758,TWD,1005,100015,R01,ZLF,0
500000759,TWD,1005,100008,R01,ZLF,"52,609"
500000760,USD,1004,100239,R01,ZLF,0
500000761,USD,1004,100239,R01,ZLF,0
500000762,USD,1004,100223,R01,ZLF,0
500000763,USD,2002,100208,R01,ZLF,0
500000764,USD,2002,100208,R01,ZLF,0
500000765,TWD,1001,100125,R01,ZLF,578
500000766,USD,1004,100246,R01,ZLF,0
500000767,EUR,1004,100236,R01,ZLF,0
500000768,TWD,1005,100007,R01,ZLF,"8,849"
500000769,USD,1004,100270,R01,ZLF,"742,771"
500000770,USD,2002,1002,,ZNLC,0
500000771,TWD,1005,100011,R01,ZLF,"19,320"
500000772,USD,2002,100207,R01,ZLF,0
500000773,USD,2002,100213,R01,ZLF,0
500000774,USD,1003,100178,R01,ZLF,0
500000775,USD,1003,100179,R01,ZLF,0
500000776,TWD,1003,100187,R01,ZLF,0
500000777,USD,1003,100178,R01,ZLF,"4,123,902"
500000778,USD,1004,100289,R01,ZLF,"116,194"
500000779,USD,1003,100178,R01,ZLF,0
500000780,USD,1005,100022,R01,ZLF,"338,756"
500000781,USD,1001,100118,R01,ZLF,0
500000782,USD,1001,100118,R01,ZLF,0
500000783,TWD,1005,100011,R01,ZLF,"12,459"
500000784,TWD,1005,100014,R01,ZLF,0
500000785,TWD,1007,100097,R01,ZLF,0
500000786,TWD,1007,100046,R01,ZLF,0
500000787,USD,1002,2002,,ZNLC,0
500000788,USD,1002,2002,,ZNLC,0
500000789,USD,1004,100273,R01,ZLF,0
500000790,USD,2002,1002,,ZNLC,0
500000791,USD,2002,1002,,ZNLC,0
500000792,USD,2002,1002,,ZNLC,0
500000793,USD,2002,1002,,ZNLC,0
500000794,USD,1001,100118,R01,ZLF,0
500000795,USD,2002,100207,R01,ZLF,0
500000796,USD,2002,1002,,ZNLC,0
500000797,USD,2002,100208,R01,ZLF,0
500000798,USD,1002,2002,,ZNLC,0
500000799,USD,1002,2902,R99,ZLF,0
500000800,USD,2002,100207,R01,ZLF,0
500000801,USD,1002,2902,R99,ZLF,0
500000802,EUR,1004,100283,R01,ZLF,0
500000803,USD,1002,2902,R99,ZLF,0
500000804,USD,2002,100207,R01,ZLF,0
500000805,EUR,1004,100288,R01,ZLF,0
500000806,TWD,1005,100024,R01,ZLF,"83,160"
500000807,TWD,1005,100014,R01,ZLF,0
500000808,TWD,1005,100024,R01,ZLF,"36,750"
500000809,USD,2002,100207,R01,ZLF,0
500000810,USD,1002,2902,R99,ZLF,0
500000811,USD,2002,100207,R01,ZLF,0
500000812,USD,1001,100118,R01,ZLF,0
500000813,USD,2002,100213,R01,ZLF,0
500000814,USD,2002,100207,R01,ZLF,0
500000815,USD,2002,100207,R01,ZLF,0
500000816,USD,1005,100006,R01,ZLF,0
500000817,USD,1001,100118,R01,ZLF,0
500000818,TWD,1005,100008,R01,ZLF,"9,400"
500000819,USD,2002,1002,,ZNLC,0
500000820,USD,2002,1002,,ZNLC,0
500000821,USD,2002,1002,,ZNLC,0
500000822,USD,2002,1002,,ZNLC,0
500000823,USD,2002,1002,,ZNLC,0
500000824,TWD,1005,100003,R01,ZLF,"92,537"
500000825,TWD,1005,100007,R01,ZLF,"9,324"
500000826,USD,1001,100118,R01,ZLF,0
500000827,EUR,1004,100230,R01,ZLF,0
500000828,USD,1002,2002,,ZNLC,0
500000829,USD,1002,2002,,ZNLC,0
500000830,USD,1003,100179,R01,ZLF,0
500000831,TWD,1005,100012,R01,ZLF,"19,554"
500000832,USD,2002,100213,R01,ZLF,0
500000833,USD,2002,100207,R01,ZLF,0
500000834,TWD,1005,100012,R01,ZLF,"21,410"
500000835,TWD,1005,100018,R01,ZLF,0
500000836,USD,2002,100207,R01,ZLF,0
500000837,TWD,1001,100133,R01,ZLF,"45,621"
500000838,TWD,1007,100042,R01,ZLF,0
500000839,USD,1004,100317,R01,ZLF,0
500000840,TWD,1006,100310,R01,ZLF,0
500000841,TWD,1001,100133,R01,ZLF,"22,739"
500000842,TWD,1001,100133,R01,ZLF,"107,767"
500000843,TWD,1001,100133,R01,ZLF,"23,050"
500000844,TWD,1001,100133,R01,ZLF,"24,740"
500000845,USD,1001,100118,R01,ZLF,0
500000846,TWD,1001,100133,R01,ZLF,"18,113"
500000847,TWD,1001,100133,R01,ZLF,"121,023"
500000848,USD,1001,100118,R01,ZLF,0
500000849,TWD,1001,100133,R01,ZLF,"7,683"
500000850,TWD,1001,100122,R01,ZLF,0
500000851,TWD,1005,100007,R01,ZLF,"20,910"
500000852,TWD,1001,100125,R01,ZLF,"17,158"
500000853,USD,1001,100118,R01,ZLF,0
500000854,USD,1001,100118,R01,ZLF,0
500000855,USD,1001,100118,R01,ZLF,0
500000856,TWD,1001,100123,R01,ZLF,0
500000857,TWD,1001,100128,R01,ZLF,0
500000858,USD,1003,100182,R01,ZLF,0
500000859,USD,2002,100208,R01,ZLF,0
500000860,USD,1002,2002,,ZNLC,0
500000861,USD,1001,100118,R01,ZLF,0
500000862,JPY,1002,100195,R01,ZLF,"132,129"
500000863,USD,1001,100171,R01,ZLF,0
500000864,EUR,1001,100154,R01,ZLF,0
500000865,USD,1001,100034,R01,ZLF,0
500000866,USD,1001,100033,R01,ZLF,0
500000867,USD,1001,100168,R01,ZLF,0
500000868,USD,1001,100034,R01,ZLF,0
500000869,USD,1001,100033,R01,ZLF,0
500000870,USD,2002,100208,R01,ZLF,0
500000871,USD,1003,100180,R01,ZLF,"123,940"
500000872,USD,1003,100178,R01,ZLF,"4,123,902"
500000873,USD,1003,100178,R01,ZLF,"4,761,016"
500000874,TWD,1005,100007,R01,ZLF,"9,001"
500000875,TWD,1005,100013,R01,ZLF,0
500000876,TWD,1005,100013,R01,ZLF,0
500000877,USD,1001,100118,R01,ZLF,0
500000878,TWD,1006,1002,,ZNL,0
500000879,USD,2002,1002,,ZNLC,0
500000880,USD,2002,1002,,ZNLC,0
500000881,USD,2002,1002,,ZNLC,0
500000882,USD,2002,1002,,ZNLC,0
500000883,USD,1001,100118,R01,ZLF,0
500000884,USD,2002,1002,,ZNLC,0
500000885,USD,2002,1002,,ZNLC,0
500000886,USD,2002,1002,,ZNLC,0
500000887,USD,2002,1002,,ZNLC,0
500000888,USD,2002,1002,,ZNLC,0
500000889,USD,2002,1002,,ZNLC,0
500000890,TWD,1006,1002,,ZNL,0
500000891,USD,2002,1002,,ZNLC,0
500000892,TWD,1005,100018,R01,ZLF,0
500000893,USD,1001,100118,R01,ZLF,0
500000894,USD,2002,1002,,ZNLC,0
500000895,USD,2002,1002,,ZNLC,0
500000896,USD,2002,1002,,ZNLC,0
500000897,USD,1001,100118,R01,ZLF,0
500000898,USD,1002,100201,R01,ZLF,0
500000899,TWD,1005,100012,R01,ZLF,"2,972"
500000900,USD,1001,100118,R01,ZLF,0
500000901,TWD,1005,100007,R01,ZLF,"22,959"
500000902,USD,2002,1002,,ZNLC,0
500000903,USD,1001,100118,R01,ZLF,0
500000904,USD,1001,100118,R01,ZLF,0
500000905,TWD,1005,100024,R01,ZLF,0
500000906,TWD,1005,100013,R01,ZLF,0
500000907,USD,1002,2902,R99,ZLF,0
500000908,USD,2002,100207,R01,ZLF,0
500000909,USD,1002,2902,R99,ZLF,0
500000910,USD,1002,2902,R99,ZLF,0
500000911,TWD,1006,100310,R01,ZLF,0
500000912,USD,2002,100207,R01,ZLF,0
500000913,USD,1001,100118,R01,ZLF,0
500000914,USD,1004,100290,R01,ZLF,0
500000915,USD,1003,100179,R01,ZLF,0
500000916,TWD,1007,100117,R01,ZLF,0
500000917,TWD,1007,100358,R01,ZLF,0
500000918,USD,1005,100019,R01,ZLF,0
500000919,USD,1001,100119,R01,ZLF,0
500000920,TWD,1001,100132,R01,ZLF,0
500000921,TWD,1001,100132,R01,ZLF,0
500000922,USD,1001,100118,R01,ZLF,0
500000923,TWD,1005,100012,R01,ZLF,"17,113"
500000924,TWD,1005,100012,R01,ZLF,"69,705"
500000925,USD,2002,100207,R01,ZLF,0
500000926,USD,1004,100273,R01,ZLF,0
500000927,TWD,1005,100012,R01,ZLF,0
500000928,USD,1004,100273,R01,ZLF,0
500000929,USD,1002,100197,R01,ZLF,0
500000930,USD,1002,2002,,ZNLC,0
500000931,USD,1002,2002,,ZNLC,0
500000932,USD,1002,2002,,ZNLC,0
500000933,USD,1002,2902,R99,ZLF,0
500000934,USD,2002,100207,R01,ZLF,0
500000935,USD,1002,2002,,ZNLC,0
500000936,TWD,1005,100013,R01,ZLF,0
500000937,TWD,1005,100007,R01,ZLF,"10,025"
500000938,TWD,1005,100015,R01,ZLF,0
500000939,USD,1002,2902,R99,ZLF,0
500000940,USD,2002,100207,R01,ZLF,0
500000941,USD,1002,2902,R99,ZLF,0
500000942,USD,1002,2902,R99,ZLF,0
500000943,USD,2002,100207,R01,ZLF,0
500000944,USD,1002,2902,R99,ZLF,0
500000945,USD,1001,100161,R01,ZLF,0
500000946,USD,2002,100207,R01,ZLF,0
500000947,USD,1001,100161,R01,ZLF,0
500000948,USD,1002,2902,R99,ZLF,0
500000949,USD,2002,100207,R01,ZLF,0
500000950,USD,1001,100161,R01,ZLF,0
500000951,USD,1001,100142,R01,ZLF,0
500000952,USD,1002,2902,R99,ZLF,0
500000953,USD,2002,100207,R01,ZLF,0
500000954,USD,1002,2902,R99,ZLF,0
500000955,USD,2002,100207,R01,ZLF,0
500000956,USD,1003,100179,R01,ZLF,0
500000957,TWD,1002,1006,,ZNL,0
500000958,USD,1005,100021,R01,ZLF,"198,208"
500000959,TWD,1007,100361,R01,ZLF,0
500000960,USD,2002,100207,R01,ZLF,0
500000961,TWD,1001,100124,R01,ZLF,0
500000962,TWD,1005,100018,R01,ZLF,0
500000963,TWD,1001,100137,R01,ZLF,0
500000964,USD,1001,100034,R01,ZLF,0
500000965,TWD,1005,100013,R01,ZLF,0
500000966,USD,1002,2902,R99,ZLF,0
500000967,USD,2002,100207,R01,ZLF,0
500000968,TWD,1005,100024,R01,ZLF,"44,100"
500000969,USD,1002,100200,R01,ZLF,0
500000970,USD,1002,100200,R01,ZLF,0
500000971,TWD,1001,100134,R01,ZLF,0
500000972,USD,1003,100178,R01,ZLF,"4,511,026"
500000973,USD,2002,100207,R01,ZLF,0
500000974,USD,1003,100178,R01,ZLF,"6,749,094"
500000975,USD,2002,100208,R01,ZLF,0
500000976,USD,1002,100197,R01,ZLF,0
500000977,USD,1002,100197,R01,ZLF,0
500000978,USD,1002,2902,R99,ZLF,0
500000979,USD,2002,100207,R01,ZLF,0
500000980,TWD,1005,100014,R01,ZLF,0
500000981,USD,1001,100118,R01,ZLF,0
500000982,USD,1007,100036,R01,ZLF,0
500000983,TWD,1005,100014,R01,ZLF,0
500000984,USD,2002,1002,,ZNLC,0
500000985,USD,2002,1002,,ZNLC,0
500000986,USD,2002,1002,,ZNLC,0
500000987,USD,1002,2002,,ZNLC,0
500000988,USD,1001,100118,R01,ZLF,0
500000989,USD,1001,100118,R01,ZLF,0
500000990,USD,1001,100118,R01,ZLF,0
500000991,USD,1004,100281,R01,ZLF,0
500000992,USD,1001,100118,R01,ZLF,0
500000993,USD,1004,100287,R01,ZLF,0
500000994,USD,1001,100118,R01,ZLF,0
500000995,USD,1005,100005,R01,ZLF,0
500000996,USD,1005,100010,R01,ZLF,0
500000997,USD,1001,100118,R01,ZLF,0
500000998,USD,1001,100118,R01,ZLF,0
500000999,USD,1004,100255,R01,ZLF,0
500001000,USD,1004,100255,R01,ZLF,0
500001001,USD,1001,100118,R01,ZLF,0
500001002,TWD,1005,100008,R01,ZLF,0
500001003,USD,1002,2902,R99,ZLF,0
500001004,TWD,1005,100018,R01,ZLF,0
500001005,USD,1002,2902,R99,ZLF,0
500001006,USD,2002,100207,R01,ZLF,0
500001007,USD,1002,2902,R99,ZLF,0
500001008,USD,2002,100207,R01,ZLF,0
500001009,TWD,1005,100012,R01,ZLF,"20,595"
500001010,USD,1002,2002,,ZNLC,0
500001011,USD,1002,2902,R99,ZLF,0
500001012,USD,2002,100207,R01,ZLF,0
500001013,TWD,1005,100011,R01,ZLF,0
500001014,TWD,1003,100191,R01,ZLF,0
500001015,TWD,1005,100004,R01,ZLF,"74,970"
500001016,TWD,1002,1006,,ZNL,0
500001017,TWD,1003,100187,R01,ZLF,0
500001018,TWD,1005,100013,R01,ZLF,0
500001019,USD,1003,100176,R01,ZLF,0
500001020,USD,1003,100179,R01,ZLF,0
500001021,USD,1003,100179,R01,ZLF,0
500001022,TWD,1007,100052,R01,ZLF,0
500001023,TWD,1007,100052,R01,ZLF,0
500001024,TWD,1007,100052,R01,ZLF,0
500001025,TWD,1007,100052,R01,ZLF,"84,000"
500001026,TWD,1005,100012,R01,ZLF,"15,322"
500001027,TWD,1005,100007,R01,ZLF,"9,675"
500001028,USD,2002,1002,,ZNLC,0
500001029,USD,1001,100118,R01,ZLF,0
500001030,USD,1002,2902,R99,ZLF,0
500001031,USD,1001,100118,R01,ZLF,0
500001032,USD,2002,1002,,ZNLC,0
500001033,USD,1002,2902,R99,ZLF,0
500001034,USD,2002,100207,R01,ZLF,0
500001035,USD,1002,2902,R99,ZLF,0
500001036,USD,2002,100207,R01,ZLF,0
500001037,USD,2002,100207,R01,ZLF,0
500001038,USD,1002,2902,R99,ZLF,0
500001039,USD,2002,100207,R01,ZLF,0
500001040,TWD,1006,1002,,ZNL,0
500001041,TWD,1006,1002,,ZNL,0
500001042,USD,1005,100021,R01,ZLF,0
500001043,TWD,1005,100024,R01,ZLF,"61,110"
500001044,TWD,1005,100012,R01,ZLF,709
500001045,TWD,1005,100012,R01,ZLF,"27,374"
500001046,TWD,1005,100018,R01,ZLF,0
500001047,USD,2002,1002,,ZNLC,0
500001048,TWD,1004,100362,R01,ZLF,0
500001049,USD,1003,100179,R01,ZLF,0
500001050,USD,1001,100118,R01,ZLF,0
500001051,USD,2002,1002,,ZNLC,0
500001052,USD,1002,100203,R01,ZLF,"732,022"
500001053,USD,1002,2902,R99,ZLF,0
500001054,USD,2002,100207,R01,ZLF,0
500001055,USD,1005,100022,R01,ZLF,0
500001056,USD,1001,100118,R01,ZLF,0
500001057,USD,1002,2902,R99,ZLF,0
500001058,USD,2002,100207,R01,ZLF,0
500001059,USD,1004,100273,R01,ZLF,0
500001060,USD,1002,100204,R01,ZLF,0
500001061,TWD,1001,100125,R01,ZLF,"14,637"
500001062,TWD,1001,100133,R01,ZLF,"243,507"
500001063,USD,1001,100360,,ZLF,0
500001064,USD,1001,100118,R01,ZLF,0
500001065,USD,1001,100118,R01,ZLF,0
500001066,USD,1001,100118,R01,ZLF,0
500001067,TWD,1005,100014,R01,ZLF,0
500001068,TWD,1005,100007,R01,ZLF,"8,849"
500001069,TWD,1005,100014,R01,ZLF,0
500001070,TWD,1005,100012,R01,ZLF,"46,851"
500001071,TWD,1006,100310,R01,ZLF,0
500001072,TWD,1006,100310,R01,ZLF,0
500001073,TWD,1007,100363,R01,ZLF,0
500001074,TWD,1005,100004,R01,ZLF,0
500001075,TWD,1005,100007,R01,ZLF,"9,001"
500001076,USD,1002,2902,R99,ZLF,0
500001077,USD,1004,100223,R01,ZLF,0
500001078,USD,1001,100118,R01,ZLF,0
500001079,USD,1002,2902,R99,ZLF,0
500001080,USD,2002,100207,R01,ZLF,0
500001081,USD,1002,2902,R99,ZLF,0
500001082,USD,2002,100207,R01,ZLF,0
500001083,USD,2002,100207,R01,ZLF,0
500001084,USD,2002,100207,R01,ZLF,0
500001085,USD,2002,100207,R01,ZLF,0
500001086,USD,2002,100213,R01,ZLF,0
500001087,USD,2002,100207,R01,ZLF,0
500001088,USD,1005,100364,,ZLF,0
500001089,TWD,1005,100015,R01,ZLF,0
500001090,TWD,1005,100018,R01,ZLF,0
500001091,TWD,1005,100013,R01,ZLF,0
500001092,TWD,1005,100004,R01,ZLF,0
500001093,USD,1002,2902,R99,ZLF,0
500001094,USD,2002,1002,,ZNLC,0
500001095,USD,2002,1002,,ZNLC,0
500001096,USD,2002,1002,,ZNLC,0
500001097,TWD,1005,100024,R01,ZLF,"36,099"
500001098,USD,1001,100118,R01,ZLF,0
500001099,USD,1001,100118,R01,ZLF,0
500001100,USD,2002,100207,R01,ZLF,0
500001101,USD,1002,2902,R99,ZLF,0
500001102,USD,2002,100207,R01,ZLF,0
500001103,USD,1001,100118,R01,ZLF,0
500001104,USD,1001,100118,R01,ZLF,0
500001105,USD,1002,2902,R99,ZLF,0
500001106,USD,1002,2902,R99,ZLF,0
500001107,USD,1003,100179,R01,ZLF,0
500001108,USD,2002,100207,R01,ZLF,0
500001109,USD,2002,1002,,ZNLC,0
500001110,USD,2002,1002,,ZNLC,0
500001111,USD,2002,100213,R01,ZLF,0
500001112,USD,2002,100207,R01,ZLF,0
500001113,USD,2002,100207,R01,ZLF,0
500001114,USD,2002,100213,R01,ZLF,0
500001115,USD,1001,100118,R01,ZLF,0
500001116,USD,1002,2902,R99,ZLF,0
500001117,TWD,1005,100013,R01,ZLF,0
500001118,TWD,1005,100012,R01,ZLF,"29,400"
500001119,TWD,1005,100012,R01,ZLF,"7,350"
500001120,TWD,1005,100012,R01,ZLF,"11,899"
500001121,TWD,1005,100018,R01,ZLF,0
500001122,TWD,1005,100013,R01,ZLF,0
500001123,TWD,1005,100008,R01,ZLF,"62,635"
500001124,TWD,1005,100012,R01,ZLF,"136,920"
500001125,TWD,1005,100012,R01,ZLF,"13,480"
500001126,TWD,1005,100012,R01,ZLF,"11,036"
500001127,TWD,1005,100014,R01,ZLF,0
500001128,TWD,1007,100096,R01,ZLF,0
500001129,USD,1002,2002,,ZNLC,0
500001130,USD,1002,2002,,ZNLC,0
500001131,USD,1002,2002,,ZNLC,0
500001132,USD,1002,2002,,ZNLC,0
500001133,TWD,1001,100137,R01,ZLF,0
500001134,TWD,1001,100134,R01,ZLF,0
500001135,USD,2002,100208,R01,ZLF,0
500001136,USD,2002,100208,R01,ZLF,0
500001137,USD,1001,100118,R01,ZLF,0
500001138,TWD,1004,Z009,,ZLF,0
500001139,USD,1002,2902,R99,ZLF,0
500001140,USD,2002,100207,R01,ZLF,0
500001141,USD,1001,100172,R01,ZLF,0
500001142,USD,1005,100019,R01,ZLF,0
500001143,TWD,1007,100116,R01,ZLF,0
500001144,USD,2002,1002,,ZNLC,0
500001145,USD,1001,100118,R01,ZLF,0
500001146,TWD,1006,100310,R01,ZLF,0
500001147,TWD,1006,100310,R01,ZLF,0
500001148,USD,2002,100207,R01,ZLF,0
500001149,USD,1003,100178,R01,ZLF,0
500001150,USD,1003,100179,R01,ZLF,0
500001151,USD,1003,100182,R01,ZLF,0
500001152,USD,1003,100182,R01,ZLF,0
500001153,USD,2002,100207,R01,ZLF,0
500001154,USD,2002,100207,R01,ZLF,0
500001155,USD,2002,100207,R01,ZLF,0
500001156,USD,2002,100207,R01,ZLF,0
500001157,USD,2002,100213,R01,ZLF,0
500001158,TWD,1006,1002,,ZNL,0
500001159,TWD,1006,1002,,ZNL,0
500001160,USD,1002,2902,R99,ZLF,0
500001161,USD,2002,100207,R01,ZLF,0
500001162,USD,1002,2902,R99,ZLF,0
500001163,USD,1001,100118,R01,ZLF,0
500001164,USD,1001,100118,R01,ZLF,0
500001165,USD,1002,2902,R99,ZLF,0
500001166,USD,2002,100208,R01,ZLF,0
500001167,USD,1002,2902,R99,ZLF,0
500001168,USD,2002,100208,R01,ZLF,0
500001169,USD,2002,100208,R01,ZLF,0
500001170,USD,2002,100207,R01,ZLF,0
500001171,USD,1001,100034,R01,ZLF,0
500001173,USD,1002,2002,,ZNLC,0
500001174,USD,1002,2902,R99,ZLF,0
500001175,TWD,1007,100096,R01,ZLF,0
500001176,USD,1001,100118,R01,ZLF,0
500001177,USD,1001,100118,R01,ZLF,0
500001178,USD,2002,100213,R01,ZLF,0
500001179,USD,2002,100213,R01,ZLF,0
500001180,USD,2002,100213,R01,ZLF,0
